state_residence_abb,census_division,census_region,year,black_race,deaths,population,STATEFIP,State,YEAR,Population,Household.Firearm.Rate.L5,GOP.control.L5,Robbery.Assault.Rate.L5,Percent.Black.L5,np1.L5,np2.L5,Percent.Urban.Households.L5,Percent.Hispanic,Percent.API,Yearend.Total.Incarceration.Rate.L5,Unemployment.Rate,Decile.income.share,Income2000dollars,Percent.15.to.29,Percent.Div.Sep.Wid,Percent.Children.Single.Parent,Interp.Foreign.Born,Percent.Military.Veterans,Alcohol.per.capita,Poverty.Rate,Percent.0.to.14,Percent.30.to.59,Percent.60.and.over,Percent.White,Percent.Black,Percent.Married,Percent.Never.Married,Percent.Bachelors.degree.or.higher,Gender.Ratio,Unemployment.change,state,smth_np1.L5,smth_np2.L5,Percent.Urban.Households,ubc,ma20,cc_pc,cc_si,syg,cap,vm,ubc_slow,ma20_slow,cc_pc_slow,cc_si_slow,syg_slow,cap_slow,vm_slow,deaths_lag1,deaths_lag2,population_lag1,population_lag2,ubc_lag1,ubc_lag2,ma20_lag1,ma20_lag2,cc_pc_lag1,cc_pc_lag2,cc_si_lag1,cc_si_lag2,syg_lag1,syg_lag2,cap_lag1,cap_lag2,vm_lag1,vm_lag2,ubc_slow_lag1,ubc_slow_lag2,ma20_slow_lag1,ma20_slow_lag2,cc_pc_slow_lag1,cc_pc_slow_lag2,cc_si_slow_lag1,cc_si_slow_lag2,syg_slow_lag1,syg_slow_lag2,cap_slow_lag1,cap_slow_lag2,vm_slow_lag1,vm_slow_lag2,ldo_lag1,ldo_lag2,lpo_lag1,lpo_lag2,black_ind,race_recode,lag1_zero,lag2_zero,lag_o1_zero,lag_o2_zero,state_f,state_n
AL,Division 6: East South Central,Region 3: South,1994,0,349,3161724,1,Alabama,1994,4260229,0.9836251915144815,-0.8466041891746254,0.5972236207472307,1.552959875589238,-0.10862796490286826,0.9060909496287667,0.30407188729243095,-1.447782024937626,-1.1073521854019843,0.8732812251031842,0.7232667083174548,0.354259607707,-1.0238545830786705,0.3791205248037402,0.6564227520409808,1.3110101882416858,-1.163744121369768,-0.7279717952031907,-1.3523082674222344,1.1100655191800346,-0.27390663358893624,-0.47388235306607296,0.39877490855969294,-1.1099760224151471,1.5598478809303027,-0.4434424467563371,-0.0037257309051566176,-1.6522896649756096,-1.151947812063683,-0.6548580923380791,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,375,333,3133624,3093651,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,54,63,1082584,1062048,0,-0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,1994,1,50,1100733,1,Alabama,1994,4260229,0.9836251915144815,-0.8466041891746254,0.5972236207472307,1.552959875589238,-0.10862796490286826,0.9060909496287667,0.30407188729243095,-1.447782024937626,-1.1073521854019843,0.8732812251031842,0.7232667083174548,0.354259607707,-1.0238545830786705,0.3791205248037402,0.6564227520409808,1.3110101882416858,-1.163744121369768,-0.7279717952031907,-1.3523082674222344,1.1100655191800346,-0.27390663358893624,-0.47388235306607296,0.39877490855969294,-1.1099760224151471,1.5598478809303027,-0.4434424467563371,-0.0037257309051566176,-1.6522896649756096,-1.151947812063683,-0.6548580923380791,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,54,63,1082584,1062048,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,375,333,3133624,3093651,1,0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,1995,0,357,3184053,1,Alabama,1995,4296800,1.1297118818490903,-0.8620767383819641,1.0522566678774756,1.5445816397237657,-0.12081854217412932,0.9079185014800417,0.15157601302306267,-1.437423299577544,-1.120767609092664,1.0645923334565353,0.5748239662274657,0.39093668418866556,-1.0018360821661512,0.3786682140727961,0.9045341761788491,1.0711375087121473,-0.8650927825080853,0.1388553802429425,-1.518819779620391,1.9243938203564501,-0.2085762325685253,-0.5332678976337438,0.3854055944179937,-1.1053359952510584,1.5542790941492057,-0.19786493332505892,-0.42381197661635317,-1.2269421168510322,-1.1355432167059332,-0.13457242800204272,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,349,375,3161724,3133624,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,50,54,1100733,1082584,0,-0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,1995,1,73,1114928,1,Alabama,1995,4296800,1.1297118818490903,-0.8620767383819641,1.0522566678774756,1.5445816397237657,-0.12081854217412932,0.9079185014800417,0.15157601302306267,-1.437423299577544,-1.120767609092664,1.0645923334565353,0.5748239662274657,0.39093668418866556,-1.0018360821661512,0.3786682140727961,0.9045341761788491,1.0711375087121473,-0.8650927825080853,0.1388553802429425,-1.518819779620391,1.9243938203564501,-0.2085762325685253,-0.5332678976337438,0.3854055944179937,-1.1053359952510584,1.5542790941492057,-0.19786493332505892,-0.42381197661635317,-1.2269421168510322,-1.1355432167059332,-0.13457242800204272,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,50,54,1100733,1082584,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,349,375,3161724,3133624,1,0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,1996,0,355,3207632,1,Alabama,1996,4331102,1.1025927365676733,-0.8778637659601772,1.5354143450277067,1.539023224735509,-0.12999246445237064,2.150122879079132,0.23429801857802374,-1.4206334058368832,-1.1552702312488718,1.1064658263626206,0.1729289795677313,0.4347612337828165,-1.0534525620336306,0.42047569095933174,1.7317364705982308,2.2969096242434133,-1.2610236841887401,-1.3165412710656705,-1.2838701478904821,0.5273594877317881,-0.2493564311822513,-0.49097572282248714,0.3596296266902525,-1.0939745997095789,1.5445510810818368,-0.9582457557795011,-0.2242593445182465,-1.1684479883816317,-1.1315695095617462,-0.5305254104975617,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,357,349,3184053,3161724,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,73,50,1114928,1100733,0,-0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,1996,1,45,1126587,1,Alabama,1996,4331102,1.1025927365676733,-0.8778637659601772,1.5354143450277067,1.539023224735509,-0.12999246445237064,2.150122879079132,0.23429801857802374,-1.4206334058368832,-1.1552702312488718,1.1064658263626206,0.1729289795677313,0.4347612337828165,-1.0534525620336306,0.42047569095933174,1.7317364705982308,2.2969096242434133,-1.2610236841887401,-1.3165412710656705,-1.2838701478904821,0.5273594877317881,-0.2493564311822513,-0.49097572282248714,0.3596296266902525,-1.0939745997095789,1.5445510810818368,-0.9582457557795011,-0.2242593445182465,-1.1684479883816317,-1.1315695095617462,-0.5305254104975617,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,73,50,1114928,1100733,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,357,349,3184053,3161724,1,0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,1997,0,335,3229034,1,Alabama,1997,4367935,0.537539595599767,-0.8939925766422744,1.618795499140109,1.5364667737956261,-0.14014718474161905,2.1452776919438437,0.049085870028968345,-1.3970838236775687,-1.1901651944032765,1.0715906954261367,-0.024509240181530004,0.3336646922097271,-1.0234945920570304,0.4054410408443266,1.3462079030443668,1.037908264867151,-1.3302795529544886,-0.7936657802610164,-1.5241487082783625,0.9544554136318308,-0.17098755150248418,-0.5107632081326091,0.3174525993125638,-1.0897161356735503,1.5397910920256004,0.07800672167577798,-1.0081908757780003,-0.8704483257282857,-1.1170996992268392,-0.2005133672591025,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,355,357,3207632,3184053,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,45,73,1126587,1114928,0,-0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,1997,1,56,1141456,1,Alabama,1997,4367935,0.537539595599767,-0.8939925766422744,1.618795499140109,1.5364667737956261,-0.14014718474161905,2.1452776919438437,0.049085870028968345,-1.3970838236775687,-1.1901651944032765,1.0715906954261367,-0.024509240181530004,0.3336646922097271,-1.0234945920570304,0.4054410408443266,1.3462079030443668,1.037908264867151,-1.3302795529544886,-0.7936657802610164,-1.5241487082783625,0.9544554136318308,-0.17098755150248418,-0.5107632081326091,0.3174525993125638,-1.0897161356735503,1.5397910920256004,0.07800672167577798,-1.0081908757780003,-0.8704483257282857,-1.1170996992268392,-0.2005133672591025,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,45,73,1126587,1114928,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,355,357,3207632,3184053,1,0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,1998,0,380,3254587,1,Alabama,1998,4404701,0.9498747026420176,-0.9104904751614324,1.3281458489032143,1.5320764994672096,-0.05257049347757516,2.4736189309721612,-1.0675554624022252e-4,-1.385637141412686,-1.234548006195064,1.1106464868659116,-0.3079067247350738,0.24550860084582432,-0.8785891511062894,0.3931759984666299,0.061467176215934796,0.9749072876255165,-0.8202083110803584,-0.5949887204167277,-1.4219204833565215,0.6527087141658506,-0.22102476168998944,-0.399065576915797,0.27874902023228604,-1.0781446826952754,1.5305691369563434,0.37712797719513275,-0.42456355659292555,-0.5639750393128823,-1.09113687427036,-0.33763068020056963,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,335,355,3229034,3207632,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,56,45,1141456,1126587,0,-0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,1998,1,57,1153811,1,Alabama,1998,4404701,0.9498747026420176,-0.9104904751614324,1.3281458489032143,1.5320764994672096,-0.05257049347757516,2.4736189309721612,-1.0675554624022252e-4,-1.385637141412686,-1.234548006195064,1.1106464868659116,-0.3079067247350738,0.24550860084582432,-0.8785891511062894,0.3931759984666299,0.061467176215934796,0.9749072876255165,-0.8202083110803584,-0.5949887204167277,-1.4219204833565215,0.6527087141658506,-0.22102476168998944,-0.399065576915797,0.27874902023228604,-1.0781446826952754,1.5305691369563434,0.37712797719513275,-0.42456355659292555,-0.5639750393128823,-1.09113687427036,-0.33763068020056963,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,56,45,1141456,1126587,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,335,355,3229034,3207632,1,0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,1999,0,390,3267468,1,Alabama,1999,4430141,0.7782530189998491,-0.9273847662508015,0.9781927545193699,1.5284011576543943,-0.06127470529525103,2.4633796388272935,0.01978359981957924,-1.3854720955884294,-1.2685982776127507,1.1206855745807516,-0.20486966597596998,0.22099530615653665,-0.928182296233532,0.2336800349387897,-0.33489936265304965,0.5437220276411857,-1.051278878625132,-0.6119833229855373,-1.356353883619463,0.822326271436593,-0.1430799228561051,-0.32672830626455174,0.24656442862440506,-1.0693767771724292,1.5224611643064352,0.6223683125046005,-0.39949188146512155,-0.6168265233366266,-1.0728873726726145,0.2751728866899224,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,380,335,3254587,3229034,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,57,56,1153811,1141456,0,-0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,1999,1,45,1162673,1,Alabama,1999,4430141,0.7782530189998491,-0.9273847662508015,0.9781927545193699,1.5284011576543943,-0.06127470529525103,2.4633796388272935,0.01978359981957924,-1.3854720955884294,-1.2685982776127507,1.1206855745807516,-0.20486966597596998,0.22099530615653665,-0.928182296233532,0.2336800349387897,-0.33489936265304965,0.5437220276411857,-1.051278878625132,-0.6119833229855373,-1.356353883619463,0.822326271436593,-0.1430799228561051,-0.32672830626455174,0.24656442862440506,-1.0693767771724292,1.5224611643064352,0.6223683125046005,-0.39949188146512155,-0.6168265233366266,-1.0728873726726145,0.2751728866899224,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,57,56,1153811,1141456,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,380,335,3254587,3229034,1,0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,2000,0,374,3279477,1,Alabama,2000,4452173,0.6999795817541641,-0.9447027546434789,0.807710231255503,1.5227366050668214,0.05498126109188693,2.372334454186062,-0.2942718497556523,-0.9893525074532384,-1.1308026249653347,1.1670286280922697,-0.30704513411770956,-0.024557945124513585,-0.9691989613239027,0.06996588217458752,1.399294557561576,1.2857507856908654,-1.2521895277837978,-0.6094340012484568,-1.3135936206670296,0.32206785392981707,-0.10782369804900731,-0.199681190143699,0.2096658216064034,-1.095184966613404,1.519751987833889,-0.6917890946765717,-0.2648064474492526,-1.0653269263146359,-1.0549597657513494,-0.05873967024648806,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,390,380,3267468,3254587,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,45,57,1162673,1153811,0,-0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,2000,1,53,1167623,1,Alabama,2000,4452173,0.6999795817541641,-0.9447027546434789,0.807710231255503,1.5227366050668214,0.05498126109188693,2.372334454186062,-0.2942718497556523,-0.9893525074532384,-1.1308026249653347,1.1670286280922697,-0.30704513411770956,-0.024557945124513585,-0.9691989613239027,0.06996588217458752,1.399294557561576,1.2857507856908654,-1.2521895277837978,-0.6094340012484568,-1.3135936206670296,0.32206785392981707,-0.10782369804900731,-0.199681190143699,0.2096658216064034,-1.095184966613404,1.519751987833889,-0.6917890946765717,-0.2648064474492526,-1.0653269263146359,-1.0549597657513494,-0.05873967024648806,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,45,57,1162673,1153811,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,390,380,3267468,3254587,1,0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,2001,0,338,3290155,1,Alabama,2001,4467634,0.8577892881384855,-0.9624717450725836,0.5473312493252157,1.5129348217276595,0.04714220923562258,2.3579796910079844,0.04876444251393298,-0.932030719743271,-1.1011472461560898,1.1980725354261075,0.03145093079392333,-0.09744581482674991,-1.0316619964271934,-0.05423861347321385,0.7102696245844802,0.9618984722069293,-1.4840511986304206,-0.3812602809295862,-1.3942677158497014,0.97432291739065,-0.09866363994063802,-0.08718979976785134,0.18318000172097038,-1.0934217975373717,1.5118645881513966,0.06602113957865033,-0.5571238284955752,-0.9730364617103341,-1.0517002511705218,0.6348260524438836,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,374,390,3279477,3267468,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,53,45,1167623,1162673,0,-0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,2001,1,49,1177479,1,Alabama,2001,4467634,0.8577892881384855,-0.9624717450725836,0.5473312493252157,1.5129348217276595,0.04714220923562258,2.3579796910079844,0.04876444251393298,-0.932030719743271,-1.1011472461560898,1.1980725354261075,0.03145093079392333,-0.09744581482674991,-1.0316619964271934,-0.05423861347321385,0.7102696245844802,0.9618984722069293,-1.4840511986304206,-0.3812602809295862,-1.3942677158497014,0.97432291739065,-0.09866363994063802,-0.08718979976785134,0.18318000172097038,-1.0934217975373717,1.5118645881513966,0.06602113957865033,-0.5571238284955752,-0.9730364617103341,-1.0517002511705218,0.6348260524438836,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,53,45,1167623,1162673,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,374,390,3279477,3267468,1,0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,2002,0,331,3297498,1,Alabama,2002,4480089,0.8264133182333787,-0.9807190422712134,0.567089302245623,1.5079405867310918,0.9903781077660958,1.6729729328472538,0.029334788046201075,-0.89892235095361706,-1.0766580335997404,1.151701195224588,0.3881146984337836,-0.053262213189159725,-1.0610596625286057,-0.11581801061820449,0.18981339315079224,0.9369171064776612,-1.1716765963618938,-0.5177800139291313,-1.15618924522072,0.6171869108557094,-0.10611640119475377,-0.01039792984132236,0.16405448545566584,-1.0866073850224343,1.5009439198981924,0.6621961824049489,-0.8020037399389353,-0.588672970496037,-1.0433892441291115,0.6522998993530251,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,338,374,3290155,3279477,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,49,53,1177479,1167623,0,-0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,2002,1,50,1182591,1,Alabama,2002,4480089,0.8264133182333787,-0.9807190422712134,0.567089302245623,1.5079405867310918,0.9903781077660958,1.6729729328472538,0.029334788046201075,-0.89892235095361706,-1.0766580335997404,1.151701195224588,0.3881146984337836,-0.053262213189159725,-1.0610596625286057,-0.11581801061820449,0.18981339315079224,0.9369171064776612,-1.1716765963618938,-0.5177800139291313,-1.15618924522072,0.6171869108557094,-0.10611640119475377,-0.01039792984132236,0.16405448545566584,-1.0866073850224343,1.5009439198981924,0.6621961824049489,-0.8020037399389353,-0.588672970496037,-1.0433892441291115,0.6522998993530251,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,49,53,1177479,1167623,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,338,374,3290155,3279477,1,0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,2003,0,360,3313308,1,Alabama,2003,4503491,1.0302818865233865,-0.9994719509725185,0.36343651316052095,1.4985395905859231,0.9828188673610647,1.6557813326123765,0.0020402101955607843,-0.8671830631395958,-1.0484543054922282,1.0879219757393712,0.39660768153667686,0.020705618711279083,-1.039430374349006,-0.09147180318671033,0.5641808332974239,0.4083969221390163,-1.4935809837387257,0.023680081550873228,-1.242444529603054,0.7321682770825023,-0.12252580072531581,-0.029270846747561575,0.1780302086519942,-1.0793443301613068,1.489432674486495,0.14803377586702557,-0.539396291186119,-0.5692446933734314,-1.014006737222031,0.08368815442113803,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,331,338,3297498,3290155,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,50,49,1182591,1177479,0,-0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,2003,1,39,1190183,1,Alabama,2003,4503491,1.0302818865233865,-0.9994719509725185,0.36343651316052095,1.4985395905859231,0.9828188673610647,1.6557813326123765,0.0020402101955607843,-0.8671830631395958,-1.0484543054922282,1.0879219757393712,0.39660768153667686,0.020705618711279083,-1.039430374349006,-0.09147180318671033,0.5641808332974239,0.4083969221390163,-1.4935809837387257,0.023680081550873228,-1.242444529603054,0.7321682770825023,-0.12252580072531581,-0.029270846747561575,0.1780302086519942,-1.0793443301613068,1.489432674486495,0.14803377586702557,-0.539396291186119,-0.5692446933734314,-1.014006737222031,0.08368815442113803,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,50,49,1182591,1177479,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,331,338,3297498,3290155,1,0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,2004,0,323,3331537,1,Alabama,2004,4530729,0.778611494342956,-1.0187577759096293,0.2818356933553934,1.4902015048786914,0.8404875882210227,1.8691272661097469,0.0878500704063225,-0.8384722626966781,-1.0064293952492853,1.2658471055272589,0.13019068736556125,0.028345635528131973,-0.8982537849647653,-0.04881341205496326,0.3629351503757323,-0.285871335825122,-1.2726492425049944,-0.6429200682620175,-1.1816016874190176,1.175566394927586,-0.12830095184069454,-0.028890903810163467,0.1620515362655406,-1.0734433847428189,1.4782437412295324,0.3401448799108282,-0.5951610989325482,-0.8084376501456899,-1.042550042649483,-0.3694550578819184,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,360,331,3313308,3297498,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,39,50,1190183,1182591,0,-0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,2004,1,52,1199192,1,Alabama,2004,4530729,0.778611494342956,-1.0187577759096293,0.2818356933553934,1.4902015048786914,0.8404875882210227,1.8691272661097469,0.0878500704063225,-0.8384722626966781,-1.0064293952492853,1.2658471055272589,0.13019068736556125,0.028345635528131973,-0.8982537849647653,-0.04881341205496326,0.3629351503757323,-0.285871335825122,-1.2726492425049944,-0.6429200682620175,-1.1816016874190176,1.175566394927586,-0.12830095184069454,-0.028890903810163467,0.1620515362655406,-1.0734433847428189,1.4782437412295324,0.3401448799108282,-0.5951610989325482,-0.8084376501456899,-1.042550042649483,-0.3694550578819184,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,39,50,1190183,1182591,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,360,331,3313308,3297498,1,0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,2005,0,322,3358902,1,Alabama,2005,4565917,0.8366024384403005,-1.038603821815599,0.29672580374159324,1.487132568243505,0.8326228107570569,1.8503774627944571,-0.010944287649495427,-0.8047280507228457,-0.9764089485379551,1.4095464784347542,-0.6622992295703074,0.4314882419842984,-0.8880424351232651,0.05059473357998253,0.6058371713105157,0.596543946335397,-1.0712246862361492,-0.7059773661647234,-1.1620236129119357,1.119179961194629,-0.17085259657272095,-0.022624209484356735,0.14128830896319822,-1.0660221637788538,1.4665776036811147,0.8917304784824202,-1.3217260649704439,-1.51888908912365,-1.0391815518564482,-1.2241339668376265,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,323,360,3331537,3313308,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,52,39,1199192,1190183,0,-0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,2005,1,47,1210903,1,Alabama,2005,4565917,0.8366024384403005,-1.038603821815599,0.29672580374159324,1.487132568243505,0.8326228107570569,1.8503774627944571,-0.010944287649495427,-0.8047280507228457,-0.9764089485379551,1.4095464784347542,-0.6622992295703074,0.4314882419842984,-0.8880424351232651,0.05059473357998253,0.6058371713105157,0.596543946335397,-1.0712246862361492,-0.7059773661647234,-1.1620236129119357,1.119179961194629,-0.17085259657272095,-0.022624209484356735,0.14128830896319822,-1.0660221637788538,1.4665776036811147,0.8917304784824202,-1.3217260649704439,-1.51888908912365,-1.0391815518564482,-1.2241339668376265,AL,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,52,39,1199192,1190183,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,323,360,3331537,3313308,1,0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,2006,0,354,3398447,1,Alabama,2006,4628981,0.7648488954949128,-1.0590373934236326,0.10303686500994808,1.4789960517210194,0.8696715356193437,1.77233336289845,-0.035527473137688136,-0.7713710758797888,-0.9546116164208438,1.3671037725217927,-0.988747524445767,0.9629537231467228,-0.8626594278021121,0.16164407508790735,1.1733773331506885,1.3193447529762612,-0.7356626109137442,0.3595722966422392,-0.9868957095757804,0.524285375250872,-0.17595879590585312,-0.04596337951323147,0.10843988935743147,-1.063052614788039,1.4581286779481852,-0.5630700442242486,-0.23930866159394448,-1.3164707394621424,-1.0355338242890635,-0.49698916385427344,AL,NA,NA,NA,0,0,0,1,0.5835616438356165,0,1,0,0,0,1,0.0341,0,1,322,323,3358902,3331537,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,47,52,1210903,1199192,0,-0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,2006,1,46,1230534,1,Alabama,2006,4628981,0.7648488954949128,-1.0590373934236326,0.10303686500994808,1.4789960517210194,0.8696715356193437,1.77233336289845,-0.035527473137688136,-0.7713710758797888,-0.9546116164208438,1.3671037725217927,-0.988747524445767,0.9629537231467228,-0.8626594278021121,0.16164407508790735,1.1733773331506885,1.3193447529762612,-0.7356626109137442,0.3595722966422392,-0.9868957095757804,0.524285375250872,-0.17595879590585312,-0.04596337951323147,0.10843988935743147,-1.063052614788039,1.4581286779481852,-0.5630700442242486,-0.23930866159394448,-1.3164707394621424,-1.0355338242890635,-0.49698916385427344,AL,NA,NA,NA,0,0,0,1,0.5835616438356165,0,1,0,0,0,1,0.0341,0,1,47,52,1210903,1199192,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,322,323,3358902,3331537,1,0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,2007,0,363,3428973,1,Alabama,2007,4672840,1.0458346966391752,-1.080085795466823,0.14062236553609975,1.4679042462126435,0.860915872585776,1.7533039904802254,-0.04768995825221381,-0.7430140578658067,-0.9399916849751833,1.4504935791385345,-0.9504835672646683,0.7260357516263539,-0.8749515478041698,0.18438450298870876,0.6255657317613225,0.36402180037667503,-0.57900477254851,-0.07629593672988907,-0.8139093307238936,0.5686271251885091,-0.14983174886453984,-0.18174050583013768,0.17699194060685358,-1.0552084113188227,1.4468285208233174,0.04121579394201057,-0.4735265689471291,-1.2298063682225957,-1.052127323961624,0.06844675194982199,AL,NA,NA,NA,0,0,0,1,1,0,1,0,0,0,1,0.2167,0,1,354,322,3398447,3358902,0,0,0,0,0,0,1,1,0.5835616438356165,0,0,0,1,1,0,0,0,0,0,0,1,1,0.0341,0,0,0,1,1,46,47,1230534,1210903,0,-0.5,0,0,0,0,AL,2
AL,Division 6: East South Central,Region 3: South,2007,1,33,1243867,1,Alabama,2007,4672840,1.0458346966391752,-1.080085795466823,0.14062236553609975,1.4679042462126435,0.860915872585776,1.7533039904802254,-0.04768995825221381,-0.7430140578658067,-0.9399916849751833,1.4504935791385345,-0.9504835672646683,0.7260357516263539,-0.8749515478041698,0.18438450298870876,0.6255657317613225,0.36402180037667503,-0.57900477254851,-0.07629593672988907,-0.8139093307238936,0.5686271251885091,-0.14983174886453984,-0.18174050583013768,0.17699194060685358,-1.0552084113188227,1.4468285208233174,0.04121579394201057,-0.4735265689471291,-1.2298063682225957,-1.052127323961624,0.06844675194982199,AL,NA,NA,NA,0,0,0,1,1,0,1,0,0,0,1,0.2167,0,1,46,47,1230534,1210903,0,0,0,0,0,0,1,1,0.5835616438356165,0,0,0,1,1,0,0,0,0,0,0,1,1,0.0341,0,0,0,1,1,354,322,3398447,3358902,1,0.5,0,0,0,0,AL,2
